,...1,Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,fv_fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv_Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
259,259,Pocillopora,1,11,Papagayo1,20250206,02/06/2025,53754,791.1,7.3,49.8,16.61,49,100.7,51.7,0.514,366.3,0.3,0.74,464,0.14,2851,0.12,60440,--------,-------,832,8033,900,125.1,142.4,17.3,0.122,251.9,0,0.134,779,0.789,9503,0.077,9506,--------,-------,8238,8335,121.4
260,260,Pocillopora,1,11,Papagayo1,20250206.01,02/06/2025,53764,612.2,7.4,50.8,16.61,54.7,113.6,58.9,0.519,372.1,0.27,0.63,278,0.29,1746,0.08,124519,--------,-------,741,10427,900,137.4,155.8,18.3,0.118,221.8,0,0.157,724,0.063,11748,0.781,11748,--------,-------,9907,10022,100.9
261,261,Porites,2,11,Papagayo1,20250206.01,02/06/2025,54165,528.6,5.9,69.1,16.45,70.3,130.2,59.9,0.46,471.6,0.3,0.68,469,0.21,2412,0.11,81938,--------,-------,933,9525,700,153.1,172.5,19.4,0.112,255.9,0.01,0.087,944,0.829,14785,0.085,14796,--------,-------,13475,13587,74.2
262,262,Porites,2,11,Papagayo1,20250206.01,02/06/2025,54173,631.5,5.9,73.3,16.45,64.4,128.2,63.8,0.498,433.6,0.24,0.71,205,0.21,1601,0.08,58208,--------,-------,526,5286,800,146.1,167.1,20.9,0.125,199.4,0,0.197,494,0.743,11944,0.061,11967,--------,-------,9549,9695,104.7
263,263,Porites,2,11,Papagayo1,20250206.01,02/06/2025,54182,728.5,5.9,70.6,16.44,60.9,118.9,58,0.488,446.2,0.26,0.62,158,0.3,1110,0.07,51764,--------,-------,470,4205,800,138.1,159.2,21.2,0.133,158.1,0,0.229,437,0.043,11547,0.728,11551,--------,-------,8892,9005,112.5
264,264,Porites,2,11,Papagayo1,20250206.01,02/06/2025,54190,720,5.9,70.9,16.44,64.9,129.6,64.7,0.499,424.3,0.16,0.62,219,0.3,1308,0.08,64179,--------,-------,573,5863,800,134.8,153.9,19.1,0.124,168.1,0,0.149,618,0.067,11943,0.784,11952,--------,-------,10143,10264,98.6
265,265,Porites,2,11,Papagayo1,20250206.01,02/06/2025,54199,608.2,5.9,72.3,16.44,60.9,116.6,55.7,0.478,467.3,0.28,0.68,290,0.22,1684,0.1,50705,--------,-------,635,5724,800,133.9,154.7,20.8,0.134,156.8,0,0.202,468,0.696,12968,0.102,12968,--------,-------,10153,10440,98.5
266,266,Pocillopora,3,11,Papagayo1,20250206.01,02/06/2025,54495,745.1,5.8,77.5,16.35,53.2,110.5,57.3,0.518,322.7,0.17,0.77,466,0.17,4285,0.06,219487,--------,-------,1147,15169,900,123,142.7,19.6,0.138,205.1,0,0.234,574,0.047,10632,0.718,10656,--------,-------,8175,8291,122.3
267,267,Pocillopora,3,11,Papagayo1,20250206.01,02/06/2025,54503,738.8,5.7,75.3,16.35,57.3,116.2,58.9,0.507,390.3,0.22,0.79,631,0.14,7721,0.06,110578,--------,-------,1713,8564,800,124.2,140,15.8,0.113,217.8,0,0.159,649,0.774,10498,0.067,10505,--------,-------,8819,8932,113.4
268,268,Pocillopora,3,11,Papagayo1,20250206.01,02/06/2025,54511,900,11.7,77,16.35,20.3,37.5,17.2,0.459,299.8,0.37,0.63,279,0.26,2430,0.11,73251,--------,-------,904,8938,1300,41,48.4,7.3,0.152,157.4,0,0.268,316,0.666,7853,0.066,7854,--------,-------,5688,5832,175.8
269,269,Pocillopora,3,11,Papagayo1,20250206.01,02/06/2025,54520,705.7,12.6,78,16.35,53.9,114,60.2,0.528,326.7,0.29,0.7,217,0.22,1879,0.07,62533,--------,-------,619,4989,900,138.1,154.9,16.8,0.108,277.7,0,0.142,757,0.798,11705,0.06,11706,--------,-------,10054,10153,99.5
270,270,Pocillopora,3,11,Papagayo1,20250206.02,02/06/2025,54528,782.3,12.5,78.4,16.34,51.1,106.4,55.3,0.519,332.1,0.21,0.65,273,0.26,1633,0.09,50714,--------,-------,663,5325,900,121.7,141,19.3,0.137,192.9,0,0.178,525,0.063,8830,0.759,8832,--------,-------,7257,7356,137.8
271,271,Pocillopora,3,11,Papagayo1,20250206.02,02/06/2025,54538,521.5,12.1,78.5,16.34,52.7,105.9,53.1,0.502,332.8,0.29,0.73,580,0.14,4214,0.13,50265,--------,-------,1163,7570,900,120.7,141.5,20.8,0.147,199.6,0.01,0.194,471,0.719,12580,0.087,12588,--------,-------,10014,10238,99.9
272,272,Pocillopora,4,11,Papagayo1,20250206.02,02/06/2025,54706,900,13.2,78.8,16.3,49,99.4,50.4,0.507,353.1,0.2,0.65,356,0.22,1997,0.13,47156,--------,-------,765,6747,900,123.8,136.3,12.5,0.092,260.1,0.01,0.118,882,0.069,10146,0.814,10155,--------,-------,8983,9063,111.3
273,273,Pocillopora,4,11,Papagayo1,20250206.02,02/06/2025,54714,806.8,13.1,78.4,16.31,51,101.9,50.9,0.499,385.7,0.29,0.54,212,0.38,1082,0.08,113061,--------,-------,572,10099,900,139,156.3,17.3,0.11,243.2,0,0.132,761,0.075,9913,0.793,9916,--------,-------,8614,8712,116.1
274,274,Pocillopora,4,11,Papagayo1,20250206.02,02/06/2025,54723,842.9,12.3,79.2,16.3,49.3,101.2,51.8,0.512,362.3,0.19,0.63,217,0.3,1199,0.07,146140,--------,-------,531,11031,900,129.9,146.2,16.3,0.112,292.5,0,0.175,852,0.066,10236,0.758,10239,--------,-------,8476,8593,118
275,275,Pocillopora,4,11,Papagayo1,20250206.02,02/06/2025,54731,697.5,13.1,80.2,16.3,45.8,95.3,49.6,0.52,366.7,0.19,0.58,243,0.32,2177,0.09,147750,--------,-------,932,14329,900,119.8,137.2,17.4,0.127,199.8,0,0.141,899,0.048,10764,0.812,10774,--------,-------,9314,9383,107.4
276,276,Pocillopora,4,11,Papagayo1,20250206.02,02/06/2025,54740,808.8,13,81,16.3,46.7,95.2,48.6,0.51,385.4,0.16,0.71,517,0.18,2974,0.11,176884,--------,-------,1022,20136,900,124.8,143.8,19,0.132,183.2,0,0.18,726,0.752,10245,0.067,10267,--------,-------,8404,8529,119
277,277,Pocillopora,5,11,Papagayo1,20250206.02,02/06/2025,54972,797.7,12.2,86.3,16.26,50.5,104.5,54,0.516,354.2,0.26,0.62,236,0.29,1321,0.09,57833,--------,-------,579,5562,900,121.6,135.9,14.3,0.105,264.2,0,0.132,924,0.074,9525,0.795,9526,--------,-------,8305,8395,120.4
278,278,Pocillopora,5,11,Papagayo1,20250206.02,02/06/2025,54980,900,11.6,86.6,16.25,54.2,112.7,58.6,0.52,341.4,0.27,0.63,231,0.29,1585,0.09,62239,--------,-------,655,5925,900,118.3,137.6,19.3,0.14,191.7,0,0.19,681,0.062,8889,0.748,8891,--------,-------,7228,7331,138.3
279,279,Pocillopora,5,11,Papagayo1,20250206.02,02/06/2025,54988,886.7,12,88.4,16.26,50.1,104.4,54.3,0.52,335.7,0.17,0.59,308,0.3,1367,0.11,61514,--------,-------,667,7094,900,123.9,140.4,16.5,0.117,318.3,0.01,0.209,824,0.715,8877,0.076,8882,--------,-------,7058,7196,141.7
280,280,Pocillopora,5,11,Papagayo1,20250206.03,02/06/2025,54998,900,11.8,88.7,16.25,42.3,86.6,44.4,0.512,305.3,0.19,0.68,492,0.22,2801,0.1,901055,--------,-------,1062,88807,1000,100.7,116.4,15.8,0.135,209.9,0,0.224,484,0.719,8629,0.057,8647,--------,-------,6695,6807,149.4
281,281,Pocillopora,6,11,Papagayo1,20250206.03,02/06/2025,55204,900,10.9,89,16.23,54,111.3,57.3,0.515,341.6,0.27,0.7,343,0.21,2177,0.09,138033,--------,-------,767,13178,800,137.4,158,20.5,0.13,197,0,0.21,789,0.065,8650,0.724,8651,--------,-------,6882,6997,145.3
282,282,Pocillopora,6,11,Papagayo1,20250206.03,02/06/2025,55212,900,11.4,89.5,16.23,49.7,104.3,54.6,0.524,320.5,0.19,0.63,210,0.27,1281,0.1,74649,--------,-------,532,7608,900,119.8,135.2,15.4,0.114,247.8,0,0.16,1010,0.779,9617,0.061,9642,--------,-------,8152,8243,122.7
283,283,Pocillopora,6,11,Papagayo1,20250206.03,02/06/2025,55222,900,11.8,87.6,16.22,54,110.4,56.4,0.511,337.1,0.25,0.55,342,0.34,1446,0.12,74234,--------,-------,761,9332,800,130.8,148.4,17.6,0.118,231.3,0,0.211,1061,0.722,8652,0.067,8684,--------,-------,6935,7052,144.2
284,284,Pocillopora,6,11,Papagayo1,20250206.03,02/06/2025,55230,885.6,11.9,87.6,16.22,55.5,116.1,60.7,0.522,349.9,0.28,0.65,226,0.27,1718,0.08,76301,--------,-------,666,6561,900,136.7,158.3,21.6,0.136,222.9,0,0.218,721,0.057,8854,0.725,8867,--------,-------,6986,7092,143.2
285,285,Pocillopora,6,11,Papagayo1,20250206.03,02/06/2025,55242,900,11.2,85.6,16.22,38.8,77.4,38.6,0.499,277.9,0.3,0.62,305,0.28,1727,0.1,83350,--------,-------,742,8936,1000,91.3,107.2,15.9,0.148,154.4,0.11,0.195,588,0.056,9416,0.75,9418,--------,-------,7597,7698,131.6
286,286,Pocillopora,7,11,Papagayo1,20250206.03,02/06/2025,55465,596.5,9.3,92.1,16.2,43.6,88.8,45.2,0.509,335,0.16,0.62,305,0.28,1718,0.1,117695,--------,-------,747,12469,900,86.3,98.1,11.8,0.12,253.6,0,0.08,829,0.047,14460,0.873,14479,--------,-------,13333,13387,75
287,287,Pocillopora,7,11,Papagayo1,20250206.03,02/06/2025,55475,596.1,9.4,90.6,16.2,37.7,69.7,32,0.459,294.6,0.18,0.5,712,0.37,802,0.13,218993,--------,-------,750,29236,1000,80.6,93.4,12.8,0.137,180.2,0,0.195,556,0.1,14455,0.705,14457,--------,-------,11443,11744,87.4
288,288,Pocillopora,7,11,Papagayo1,20250206.03,02/06/2025,55487,655.1,9.7,91.5,16.2,36.6,72.1,35.5,0.492,302.7,0.11,0.74,290,0.18,2167,0.08,882916,--------,-------,663,68626,1000,87.7,97.9,10.2,0.104,269.9,0.01,0.136,712,0.788,12873,0.077,12878,--------,-------,11084,11222,90.2
289,289,Pocillopora,7,11,Papagayo1,20250206.03,02/06/2025,55496,900,9.1,91.7,16.2,35.8,68,32.2,0.474,341.3,0.23,0.63,528,0.21,966,0.17,38573,--------,-------,637,6964,1000,78.3,92.1,13.9,0.151,162.1,0.28,0.109,505,0.844,10126,0.047,10133,--------,-------,9030,9082,110.7
290,290,Porites,8,13,Papagayo1,20250206.04,02/06/2025,55689,584.8,7.8,88.6,16.17,81.1,168.5,87.3,0.518,368.1,0.19,0.69,298,0.22,2207,0.09,110079,--------,-------,766,10451,700,208.7,232.7,24,0.103,223.2,0,0.141,838,0.776,14046,0.083,14068,--------,-------,12016,12186,83.2
291,291,Porites,8,13,Papagayo1,20250206.04,02/06/2025,55699,667.6,9.1,89.5,16.17,63,130.7,67.7,0.518,356.8,0.23,0.64,313,0.26,1756,0.1,60566,--------,-------,731,6941,800,144.6,164.2,19.6,0.119,226.3,0,0.139,700,0.797,11376,0.064,11390,--------,-------,9790,9892,102.1
292,292,Porites,8,13,Papagayo1,20250206.04,02/06/2025,55708,713.2,9.3,88.9,16.17,57.7,119.1,61.5,0.516,368.7,0.21,0.68,288,0.24,1968,0.09,138033,--------,-------,721,12567,800,141.7,160.2,18.4,0.115,230.3,0,0.165,617,0.766,11752,0.069,11780,--------,-------,9780,9919,102.2
293,293,Porites,8,13,Papagayo1,20250206.04,02/06/2025,55717,519.9,8.5,88.6,16.17,61.3,125.3,64.1,0.511,380.4,0.21,0.6,434,0.28,1740,0.12,79101,--------,-------,852,10290,800,133.9,153.8,19.9,0.13,201.1,0,0.185,892,0.709,13549,0.106,13565,--------,-------,10928,11208,91.5
294,294,Porites,8,13,Papagayo1,20250206.04,02/06/2025,55730,364.8,8.8,89,16.17,70.8,147.9,77.1,0.521,346.1,0.06,0.65,256,0.25,1594,0.1,73105,--------,-------,626,7966,700,162.4,187.1,24.7,0.132,196.9,0,0.228,474,0.7,15754,0.073,15772,--------,-------,12001,12275,83.3
295,295,Porites,9,13,Papagayo1,20250206.04,02/06/2025,55890,307.2,8.4,89,16.14,73.2,145.5,72.4,0.497,361.5,0.21,0.68,409,0.2,2651,0.12,83810,--------,-------,926,10790,700,165.3,190.9,25.5,0.134,186.3,0.12,0.194,666,0.769,20097,0.037,20098,--------,-------,16174,16319,61.8
296,296,Porites,9,13,Papagayo1,20250206.04,02/06/2025,55898,325.4,8.3,89.5,16.15,72.8,151.3,78.5,0.519,332.9,0.04,0.69,487,0.18,2890,0.13,99593,--------,-------,986,14098,700,170.7,195.8,25.1,0.128,151.4,0.09,0.187,580,0.78,19107,0.033,19116,--------,-------,15522,15639,64.4
297,297,Porites,9,13,Papagayo1,20250206.04,02/06/2025,55909,371.6,8,87.3,16.14,67.8,141.7,73.9,0.522,321.7,0.03,0.61,262,0.27,1383,0.12,65739,--------,-------,611,8187,700,160.1,182.6,22.5,0.123,186.1,0,0.237,489,0.729,17331,0.034,17349,--------,-------,13195,13336,75.8
298,298,Porites,9,13,Papagayo1,20250206.04,02/06/2025,55917,295.4,7.6,87.6,16.14,71.2,144.3,73,0.506,363.2,0.19,0.65,296,0.24,1972,0.1,80184,--------,-------,750,8900,700,156.8,181.7,24.9,0.137,173.4,0.08,0.266,428,0.033,18623,0.7,18632,--------,-------,13616,13783,73.4
299,299,Porites,9,13,Papagayo1,20250206.04,02/06/2025,55925,325.2,8.6,87.7,16.14,64.6,130.6,66,0.505,352.7,0.16,0.63,421,0.23,2038,0.13,87058,--------,-------,853,12489,800,150.9,173.2,22.3,0.129,159.8,0.05,0.239,511,0.73,17670,0.031,17691,--------,-------,13438,13568,74.4
300,300,Porites,10,14,Papagayo1,20250206.05,02/06/2025,56156,317.7,7.6,85.7,16.1,84.9,171.9,87,0.506,389.3,0.14,0.64,303,0.26,1893,0.1,93115,--------,-------,769,9880,700,201.9,227.1,25.2,0.111,239.5,0,0.154,696,0.803,18034,0.043,18046,--------,-------,15238,15359,65.6
301,301,Porites,10,14,Papagayo1,20250206.05,02/06/2025,56164,307.1,7.6,87.3,16.1,81.8,162.6,80.8,0.497,349.1,0.16,0.62,424,0.25,2191,0.12,77619,--------,-------,935,10294,700,186.8,214.9,28.1,0.131,162.6,0,0.214,614,0.755,18404,0.031,18410,--------,-------,14471,14592,69.1
302,302,Porites,10,14,Papagayo1,20250206.05,02/06/2025,56173,345.3,8,88.1,16.09,71.3,140.1,68.8,0.491,364.4,0.15,0.73,626,0.15,4517,0.13,112784,--------,-------,1288,15376,700,166.7,187.6,20.9,0.111,213,0,0.166,685,0.782,17379,0.051,25529,--------,-------,14451,15022,69.2
303,303,Porites,10,14,Papagayo1,20250206.05,02/06/2025,56182,245.7,7.9,88.9,16.09,94.7,190.3,95.6,0.502,379.5,0.13,0.59,332,0.29,1879,0.12,83136,--------,-------,845,10872,600,182.7,212.8,30.1,0.141,163.7,0.01,0.211,742,0.747,19943,0.043,19970,--------,-------,15718,15899,63.6
304,304,Porites,10,14,Papagayo1,20250206.05,02/06/2025,56192,346.5,8.1,88.3,16.09,83.2,168.8,85.7,0.507,369.2,0.09,0.58,274,0.31,1731,0.11,81347,--------,-------,780,9700,700,195.2,223,27.8,0.125,169.3,0.06,0.213,453,0.031,18329,0.756,18333,--------,-------,14404,14526,69.4
305,305,Porites,11,14,Papagayo1,20250206.05,02/06/2025,56372,306.8,7,88.7,16.05,88,177.1,89,0.503,345.6,0.16,0.56,412,0.28,1707,0.16,69161,--------,-------,843,11475,600,201.4,229.6,28.2,0.123,201,0,0.225,427,0.733,19497,0.042,19505,--------,-------,15016,15204,66.6
306,306,Porites,11,14,Papagayo1,20250206.05,02/06/2025,56380,322.5,4.3,87.6,16.05,92,188.4,96.4,0.512,367.3,0.1,0.57,272,0.31,1551,0.12,68900,--------,-------,720,9016,600,207.9,238.1,30.2,0.127,187.1,0,0.198,856,0.762,19871,0.04,19878,--------,-------,15952,16109,62.7
307,307,Porites,11,14,Papagayo1,20250206.05,02/06/2025,56390,276.4,4.5,88.2,16.05,95.5,191.1,95.6,0.5,349.5,0.14,0.53,381,0.31,1635,0.16,61393,--------,-------,838,10458,600,211.8,243.4,31.5,0.13,166.4,0,0.195,759,0.764,19961,0.04,20006,--------,-------,16049,16209,62.3
309,309,Porites,11,14,Papagayo1,20250206.05,02/06/2025,56406,350.1,7.6,88.2,16.04,97.2,192.8,95.6,0.496,363.6,0.17,0.55,257,0.34,1531,0.11,74015,--------,-------,740,8961,600,221.4,252.1,30.8,0.122,166.7,0,0.203,604,0.035,17882,0.762,17888,--------,-------,14249,14377,70.2
310,310,Porites,11,14,Papagayo1,20250206.06,02/06/2025,56417,244.9,5.5,87.7,16.04,103.7,204.6,100.9,0.493,371.4,0.09,0.66,489,0.21,2473,0.14,90744,--------,-------,960,13175,600,229,265.7,36.7,0.138,168.5,0.21,0.236,507,0.727,19660,0.037,19664,--------,-------,14975,15148,66.8
311,311,Porites,12,16,Papagayo1,20250206.06,02/06/2025,56624,463.6,5.9,87.4,16,77.5,160.7,83.3,0.518,348.5,0.09,0.61,478,0.25,1564,0.15,53614,--------,-------,793,8531,700,194.1,219.6,25.5,0.116,199,0,0.195,493,0.76,16133,0.045,17568,--------,-------,12946,13156,77.2
312,312,Porites,12,16,Papagayo1,20250206.06,02/06/2025,56632,490.7,5.9,89,15.99,79.6,165.2,85.5,0.518,358.8,0.11,0.59,403,0.3,1752,0.11,76848,--------,-------,853,9519,700,188.4,215.6,27.2,0.126,234.6,0,0.181,581,0.782,14396,0.037,14412,--------,-------,11799,11895,84.8
313,313,Porites,12,16,Papagayo1,20250206.06,02/06/2025,56640,476.7,6.3,87.6,15.99,76.3,161.4,85.1,0.527,347.3,0.11,0.66,352,0.23,1847,0.11,66820,--------,-------,734,7935,700,159.4,185.6,26.2,0.141,162.1,0.06,0.216,563,0.762,13425,0.022,13431,--------,-------,10582,10645,94.5
314,314,Porites,12,16,Papagayo1,20250206.06,02/06/2025,56649,386.5,6.6,86.8,15.99,78.7,166.1,87.4,0.526,318.2,0.03,0.7,459,0.18,2787,0.12,96584,--------,-------,936,12843,700,168.9,191.5,22.6,0.118,209.3,0.06,0.2,371,0.78,17408,0.021,17419,--------,-------,13935,14007,71.8
315,315,Porites,12,16,Papagayo1,20250206.06,02/06/2025,56657,318.1,6.1,87.1,15.99,82.1,170.5,88.4,0.518,338.5,0.08,0.73,417,0.18,4646,0.09,153617,--------,-------,1235,14868,700,188,215,27,0.126,177.5,0,0.182,695,0.786,17465,0.032,17471,--------,-------,14307,14407,69.9
316,316,Porites,13,10,Papagayo2,20250206.06,02/06/2025,64379,446.9,12.7,58.9,16.04,59,121.2,62.2,0.513,297.4,0.07,0.72,362,0.19,2722,0.1,114892,--------,-------,853,11878,800,138.2,158.2,20,0.127,229.3,0,0.226,434,0.723,15181,0.05,16523,--------,-------,11665,11910,85.7
317,317,Porites,13,10,Papagayo2,20250206.06,02/06/2025,64389,423.3,12.5,61.1,16.03,71.8,145,73.2,0.505,347.4,0.09,0.72,437,0.18,2132,0.1,123353,--------,-------,782,12468,700,149.5,173.3,23.8,0.137,194.6,0,0.229,518,0.733,16322,0.038,16341,--------,-------,12555,12698,79.7
318,318,Porites,13,10,Papagayo2,20250206.06,02/06/2025,64399,474.4,12.2,61.4,16.03,85.4,172,86.5,0.503,345.4,0.06,0.75,438,0.15,2755,0.1,67443,--------,-------,818,7365,600,187.5,215,27.4,0.128,205.7,0,0.232,550,0.692,13937,0.077,13940,--------,-------,10579,10837,94.5
319,319,Porites,13,10,Papagayo2,20250206.06,02/06/2025,64407,446.4,11.9,62.2,16.02,75.2,152.3,77.1,0.506,336.7,0.11,0.7,364,0.19,2189,0.1,76384,--------,-------,756,8639,700,174.4,197.9,23.5,0.119,223.6,0.01,0.162,703,0.743,15369,0.095,15398,--------,-------,12742,12996,78.5
320,320,Porites,13,10,Papagayo2,20250206.07,02/06/2025,64415,427.6,11.7,62.4,16.02,73.7,150,76.3,0.509,322.8,0.12,0.6,305,0.31,1716,0.09,63617,--------,-------,789,6443,700,160.6,183,22.5,0.123,205.7,0,0.278,322,0.669,16453,0.054,16472,--------,-------,11721,11976,85.3
321,321,Porites,14,10,Papagayo2,20250206.07,02/06/2025,64649,747.2,7.1,70.4,15.94,63.6,125.3,61.7,0.493,308.8,0.22,0.72,330,0.22,3001,0.06,430677,--------,-------,957,27498,800,133.1,151.4,18.3,0.121,246.3,0,0.281,725,0.66,11224,0.06,11232,--------,-------,8090,8278,123.6
322,322,Porites,14,10,Papagayo2,20250206.07,02/06/2025,64657,682.1,6.9,72,15.93,52.9,103.2,50.3,0.488,347.8,0.26,0.6,236,0.32,1497,0.09,67439,--------,-------,673,6422,800,103.3,117.5,14.2,0.121,249.2,0,0.26,458,0.705,11857,0.036,11882,--------,-------,8788,8899,113.8
323,323,Porites,14,10,Papagayo2,20250206.07,02/06/2025,64665,623,6.9,70.4,15.93,53.4,105,51.6,0.491,314.9,0.24,0.7,273,0.21,2439,0.09,77882,--------,-------,774,7853,900,105.3,119.1,13.9,0.116,265.8,0.01,0.257,660,0.068,11161,0.675,11165,--------,-------,8269,8466,120.9
324,324,Porites,14,10,Papagayo2,20250206.07,02/06/2025,64673,624,6.6,73.7,15.93,77.9,154.2,76.3,0.495,308.9,0.13,0.64,281,0.28,2279,0.08,171038,--------,-------,888,13901,700,154.2,176.8,22.5,0.128,203.6,0,0.242,428,0.67,12695,0.088,12714,--------,-------,9443,9731,105.9
325,325,Porites,14,10,Papagayo2,20250206.07,02/06/2025,64682,661.9,7,71.8,15.92,82.4,160.7,78.3,0.487,304.8,0.23,0.61,230,0.31,1624,0.08,77388,--------,-------,703,6661,700,153.6,177.7,24,0.135,164.5,0.19,0.289,464,0.024,12358,0.687,12404,--------,-------,8865,8949,112.8
326,326,Porites,15,10,Papagayo2,20250206.07,02/06/2025,64856,446.5,6.8,76.7,15.88,67.4,132.2,64.8,0.49,381.1,0.27,0.62,288,0.27,1694,0.11,73933,--------,-------,714,8427,800,166.2,183.8,17.6,0.096,249.8,0,0.123,612,0.831,17128,0.046,17146,--------,-------,14990,15089,66.7
327,327,Porites,15,10,Papagayo2,20250206.07,02/06/2025,64864,438,5.7,78.6,15.88,71.3,145.8,74.5,0.511,379.4,0.03,0.61,267,0.29,1465,0.1,102504,--------,-------,655,10654,700,168.7,188.8,20.1,0.107,257.1,0,0.1,477,0.823,14915,0.077,14922,--------,-------,13349,13469,74.9
328,328,Porites,15,10,Papagayo2,20250206.07,02/06/2025,64873,428.2,5.6,75,15.88,66,131.7,65.7,0.499,372.7,0.23,0.61,235,0.29,1460,0.1,68597,--------,-------,630,7126,800,148.6,169.4,20.8,0.123,152.9,0.12,0.14,593,0.834,16723,0.027,16745,--------,-------,14408,14471,69.4
329,329,Porites,15,10,Papagayo2,20250206.07,02/06/2025,64882,473.8,5.4,77.9,15.87,64.2,124.2,60.1,0.484,336.3,0.08,0.77,543,0.15,5115,0.08,210589,--------,-------,1268,18231,800,135.2,154.6,19.4,0.125,156.2,0.08,0.207,383,0.757,16207,0.036,16222,--------,-------,12803,12925,78.1
330,330,Porites,15,10,Papagayo2,20250206.08,02/06/2025,64892,382.5,5.5,76.5,15.87,54.9,113.1,58.2,0.514,351.3,0,0.78,557,0.12,6433,0.1,190112,--------,-------,1330,21127,800,110,121.8,11.8,0.097,229.1,0.01,0.09,637,0.863,17796,0.046,17813,--------,-------,16171,16247,61.8
331,331,Porites,16,10,Papagayo2,20250206.08,02/06/2025,65054,547,4.9,86.9,15.82,60.9,119.6,58.7,0.491,330.8,0.21,0.71,424,0.18,2306,0.11,99771,--------,-------,810,11290,800,150.5,169.3,18.7,0.111,164.8,0,0.162,432,0.023,16141,0.815,16150,--------,-------,13537,13597,73.9
332,332,Porites,16,10,Papagayo2,20250206.08,02/06/2025,65065,424.1,5.1,88.3,15.82,72.6,146.4,73.8,0.504,341.2,0.17,0.75,422,0.18,4885,0.07,444291,--------,-------,1276,32710,700,166.6,185.9,19.3,0.104,244.4,0,0.148,511,0.047,16752,0.805,16768,--------,-------,14237,14355,70.2
333,333,Porites,16,10,Papagayo2,20250206.08,02/06/2025,65073,448.8,4.6,87.9,15.82,70.2,143.6,73.4,0.511,344.3,0.05,0.73,414,0.15,2271,0.12,71766,--------,-------,737,9399,700,163.5,184.3,20.8,0.113,249.6,0,0.104,677,0.846,17162,0.05,17260,--------,-------,15357,15453,65.1
334,334,Porites,16,10,Papagayo2,20250206.08,02/06/2025,65085,345.1,4.6,87.5,15.82,65,129.3,64.3,0.497,332.9,0.09,0.66,355,0.22,1795,0.12,97156,--------,-------,717,11863,800,159.4,179.9,20.5,0.114,183.5,0,0.161,744,0.8,18750,0.039,24884,--------,-------,15729,16088,63.6
335,335,Porites,16,10,Papagayo2,20250206.08,02/06/2025,65096,460.8,5.1,83.5,15.82,58,115.5,57.5,0.498,328.2,0.27,0.63,191,0.28,1362,0.08,76760,--------,-------,554,6878,800,133.2,147.5,14.3,0.097,206.9,0.01,0.128,475,0.028,16876,0.844,16884,--------,-------,14723,14784,67.9
336,336,Porites,17,10,Papagayo2,20250206.08,02/06/2025,65131,330.4,5.1,79.6,15.81,78.6,157.6,79,0.501,385.4,0.17,0.76,644,0.14,6629,0.1,195280,--------,-------,1575,21113,700,176.1,205,28.9,0.141,171.7,0.04,0.265,545,0.704,17977,0.031,17985,--------,-------,13204,13354,75.7
337,337,Porites,17,10,Papagayo2,20250206.08,02/06/2025,65139,619.5,4,80,15.8,80.5,161.8,81.3,0.502,321.3,0.12,0.63,228,0.28,1414,0.09,55473,--------,-------,598,5522,700,162.5,183.5,21,0.114,235.8,0,0.205,602,0.709,13177,0.086,13194,--------,-------,10357,10602,96.6
338,338,Porites,17,10,Papagayo2,20250206.08,02/06/2025,65146,433.6,4.1,78.8,15.8,74,150.5,76.5,0.508,369.2,0.18,0.61,342,0.26,1537,0.13,76176,--------,-------,698,10163,700,166.4,189,22.6,0.119,147,0.03,0.125,286,0.028,16710,0.847,16731,--------,-------,14621,14679,68.4
339,339,Porites,17,10,Papagayo2,20250206.08,02/06/2025,65155,414.9,4.5,78.8,15.8,70.1,142.9,72.8,0.509,368.9,0.17,0.52,263,0.36,1323,0.12,73815,--------,-------,696,9337,700,140.4,164.7,24.3,0.148,200.8,0.14,0.191,662,0.03,17236,0.779,17264,--------,-------,13989,14086,71.5
340,340,Porites,17,10,Papagayo2,20250206.09,02/06/2025,65161,576.8,4.7,77.4,15.8,65.5,131.9,66.4,0.503,323.2,0.18,0.63,212,0.29,1580,0.08,82865,--------,-------,649,7220,800,152.3,173.2,20.9,0.121,235.4,0,0.183,565,0.721,13254,0.096,13274,--------,-------,10686,10933,93.6
341,341,Pocillopora,18,10,Papagayo2,20250206.09,02/06/2025,65175,900,5.1,77.1,15.79,16.5,29.5,13.1,0.442,253.2,0.6,0.74,704,0.13,3145,0.14,891331,--------,-------,1062,123096,1500,23.8,28.3,4.5,0.158,843.9,0.01,0.285,1167,0.052,11419,0.663,12071,--------,-------,8797,8934,113.7
